Identifier,Country,Country code,Test type,Insecticide tested,Insecticide amount ,Synergist,Synergist Concentration,Intensity ,Year,1st admin level,WikiData accession,2nd admin level,3rd admin level,Site (Village or Locality),Latitude ,Longitude,Species tested,Total mosquitoes in all test replicates,Time at which mortality recorded,Calculated  average mortality adjusted for control  (%),Chemical type,Resistance status ,Resistance Intensity,Origin of tested mosquitoes,Data entry name,Data entry date,Additional notes
PMI000101,Ethiopia,ET,WHO,Malathion,5.00%,None,NA,NA,2009,Oromia Region,Q202107,Jimma Zone,,Omo Nada,7.63333,37.25,An. gambiae s.l.,NR,24 hr,81.0%,Organophosphates,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000102,Ethiopia,ET,WHO,Deltamethrin,0.05%,None,NA,NA,2009,Oromia Region,Q202107,Jimma Zone,,Omo Nada,7.63333,37.25,An. gambiae s.l.,NR,24 hr,94.0%,Pyrethroids,Possible resistance,NA,NR,ORIGINAL,,
PMI000103,Ethiopia,ET,WHO,DDT,4.00%,None,NA,NA,2009,Oromia Region,Q202107,East Shewa Zone,,Shashemene,7.2,38.6,An. gambiae s.l.,NR,24 hr,4.2%,Organochlorides,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000104,Ethiopia,ET,WHO,Deltamethrin,0.05%,None,NA,NA,2009,Oromia Region,Q202107,East Shewa Zone,,Shashemene,7.2,38.6,An. gambiae s.l.,NR,24 hr,52.0%,Pyrethroids,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000105,Ethiopia,ET,WHO,DDT,4.00%,None,NA,NA,2009,Oromia Region,Q202107,West Hararghe Zone,,Miesso,9.23037,40.75503,An. gambiae s.l.,NR,24 hr,33.7%,Organochlorides,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000106,Ethiopia,ET,WHO,Malathion,5.00%,None,NA,NA,2009,Oromia Region,Q202107,West Hararghe Zone,,Miesso,9.23037,40.75503,An. gambiae s.l.,NR,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,ORIGINAL,,
PMI000107,Ethiopia,ET,WHO,Deltamethrin,0.05%,None,NA,NA,2009,Oromia Region,Q202107,West Hararghe Zone,,Miesso,9.23037,40.75503,An. gambiae s.l.,NR,24 hr,95.0%,Pyrethroids,Possible resistance,NA,NR,ORIGINAL,,
PMI000108,Ethiopia,ET,WHO,Bendiocarb,0.10%,None,NA,NA,2009,Oromia Region,Q202107,Illubabora Zone,,Bedele ,8.3669,36.37658,An. gambiae s.l.,NR,24 hr,100.0%,Carbamates,Susceptible,NA,NR,ORIGINAL,,
PMI000109,Ethiopia,ET,WHO,DDT,4.00%,None,NA,NA,2009,Oromia Region,Q202107,Illubabora Zone,,Bedele ,8.3669,36.37658,An. gambiae s.l.,NR,24 hr,85.0%,Organochlorides,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000110,Ethiopia,ET,WHO,Bendiocarb,0.10%,None,NA,NA,2009,Oromia Region,Q202107,West Shewa Zone,,Bako Tibe ,9.11936,37.05855,An. gambiae s.l.,NR,24 hr,100.0%,Carbamates,Susceptible,NA,NR,ORIGINAL,,
PMI000111,Ethiopia,ET,WHO,Pirimiphos-methyl,1.00%,None,NA,NA,2009,Oromia Region,Q202107,West Shewa Zone,,Bako Tibe ,9.11936,37.05855,An. gambiae s.l.,NR,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,ORIGINAL,,
PMI000112,Ethiopia,ET,WHO,DDT,4.00%,None,NA,NA,2009,Oromia Region,Q202107,West Shewa Zone,,Bako Tibe ,9.11936,37.05855,An. gambiae s.l.,NR,24 hr,35.1%,Organochlorides,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000113,Ethiopia,ET,WHO,Bendiocarb,0.10%,None,NA,NA,2009,Oromia Region,Q202107,East Shewa Zone,,Shashemene,7.2,38.6,An. gambiae s.l.,NR,24 hr,100.0%,Carbamates,Susceptible,NA,NR,ORIGINAL,,
PMI000114,Ethiopia,ET,WHO,Bendiocarb,0.10%,None,NA,NA,2009,Oromia Region,Q202107,Arsi Zone,,Adami-Tullu,7.8607,38.70325,An. gambiae s.l.,NR,24 hr,96.0%,Carbamates,Possible resistance,NA,NR,ORIGINAL,,
PMI000115,Ethiopia,ET,WHO,DDT,4.00%,None,NA,NA,2009,Oromia Region,Q202107,Arsi Zone,,Adami-Tullu,7.8607,38.70325,An. gambiae s.l.,NR,24 hr,0.0%,Organochlorides,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000116,Ethiopia,ET,WHO,Malathion,5.00%,None,NA,NA,2009,Oromia Region,Q202107,Arsi Zone,,Adami-Tullu,7.8607,38.70325,An. gambiae s.l.,NR,24 hr,92.0%,Organophosphates,Possible resistance,NA,NR,ORIGINAL,,
PMI000117,Ethiopia,ET,WHO,Deltamethrin,0.05%,None,NA,NA,2009,Oromia Region,Q202107,Arsi Zone,,Adami-Tullu,7.8607,38.70325,An. gambiae s.l.,NR,24 hr,46.0%,Pyrethroids,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000118,Ethiopia,ET,WHO,Bendiocarb,0.10%,None,NA,NA,2009,Oromia Region,Q202107,East Shewa Zone,,Kersa,9.04008,39.12601,An. gambiae s.l.,NR,24 hr,100.0%,Carbamates,Susceptible,NA,NR,ORIGINAL,,
PMI000119,Ethiopia,ET,WHO,Pirimiphos-methyl,1.00%,None,NA,NA,2009,Oromia Region,Q202107,East Shewa Zone,,Kersa,9.04008,39.12601,An. gambiae s.l.,NR,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,ORIGINAL,,
PMI000120,Ethiopia,ET,WHO,DDT,4.00%,None,NA,NA,2009,Oromia Region,Q202107,East Shewa Zone,,Kersa,9.04008,39.12601,An. gambiae s.l.,NR,24 hr,3.0%,Organochlorides,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000121,Ethiopia,ET,WHO,Malathion,5.00%,None,NA,NA,2009,Oromia Region,Q202107,East Shewa Zone,,Kersa,9.04008,39.12601,An. gambiae s.l.,NR,24 hr,73.0%,Organophosphates,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000122,Ethiopia,ET,WHO,Deltamethrin,0.05%,None,NA,NA,2009,Oromia Region,Q202107,East Shewa Zone,,Kersa,9.04008,39.12601,An. gambiae s.l.,NR,24 hr,78.8%,Pyrethroids,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000123,Ethiopia,ET,WHO,Pirimiphos-methyl,1.00%,None,NA,NA,2009,Oromia Region,Q202107,East Shewa Zone,,Adama,8.53996,39.27198,An. gambiae s.l.,NR,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,ORIGINAL,,
PMI000124,Ethiopia,ET,WHO,DDT,4.00%,None,NA,NA,2009,Oromia Region,Q202107,Arsi Zone,,Sibu-Sire,8.31962,39.47997,An. gambiae s.l.,NR,24 hr,10.4%,Organochlorides,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000125,Ethiopia,ET,WHO,Malathion,5.00%,None,NA,NA,2009,Oromia Region,Q202107,Arsi Zone,,Sibu-Sire,8.31962,39.47997,An. gambiae s.l.,NR,24 hr,92.5%,Organophosphates,Possible resistance,NA,NR,ORIGINAL,,
PMI000126,Ethiopia,ET,WHO,Deltamethrin,0.05%,None,NA,NA,2009,Oromia Region,Q202107,Arsi Zone,,Sibu-Sire,8.31962,39.47997,An. gambiae s.l.,NR,24 hr,94.8%,Pyrethroids,Possible resistance,NA,NR,ORIGINAL,,
PMI000127,Ghana,GH,WHO,Bendiocarb,0.10%,None,NA,NA,2009,Northern Region,Q502215,Tolon District,,Tolon ,9.43094,-1.0646,An. gambiae s.l.,NR,24 hr,89.0%,Carbamates,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000128,Ghana,GH,WHO,Propoxur,0.10%,None,NA,NA,2009,Northern Region,Q502215,Tolon District,,Tolon ,9.43094,-1.0646,An. gambiae s.l.,NR,24 hr,99.0%,Carbamates,Susceptible,NA,NR,ORIGINAL,,
PMI000129,Ghana,GH,WHO,Alphacypermethrin,0.40%,None,NA,NA,2009,Northern Region,Q502215,Tolon District,,Tolon ,9.43094,-1.0646,An. gambiae s.l.,NR,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,ORIGINAL,,
PMI000130,Ghana,GH,WHO,DDT,4.00%,None,NA,NA,2009,Northern Region,Q502215,Tolon District,,Tolon ,9.43094,-1.0646,An. gambiae s.l.,NR,24 hr,29.0%,Organochlorides,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000131,Ghana,GH,WHO,Dieldrin,4.00%,None,NA,NA,2009,Northern Region,Q502215,Tolon District,,Tolon ,9.43094,-1.0646,An. gambiae s.l.,NR,24 hr,26.0%,Organochlorides,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000132,Ghana,GH,WHO,Fenitrothion,1.00%,None,NA,NA,2009,Northern Region,Q502215,Tolon District,,Tolon ,9.43094,-1.0646,An. gambiae s.l.,NR,24 hr,97.0%,Organophosphates,Possible resistance,NA,NR,ORIGINAL,,
PMI000133,Ghana,GH,WHO,Malathion,5.00%,None,NA,NA,2009,Northern Region,Q502215,Tolon District,,Tolon ,9.43094,-1.0646,An. gambiae s.l.,NR,24 hr,96.0%,Organophosphates,Possible resistance,NA,NR,ORIGINAL,,
PMI000134,Ghana,GH,WHO,Deltamethrin,0.05%,None,NA,NA,2009,Northern Region,Q502215,Tolon District,,Tolon ,9.43094,-1.0646,An. gambiae s.l.,NR,24 hr,95.0%,Pyrethroids,Possible resistance,NA,NR,ORIGINAL,,
PMI000135,Ghana,GH,WHO,Lambda-cyhalothrin,0.05%,None,NA,NA,2009,Northern Region,Q502215,Tolon District,,Tolon ,9.43094,-1.0646,An. gambiae s.l.,NR,24 hr,89.0%,Pyrethroids,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000136,Ghana,GH,WHO,Bendiocarb,0.10%,None,NA,NA,2009,Northern Region,Q502215,Savelugu-Nanton District,,Savelugu ,9.62472,-0.82777,An. gambiae s.l.,NR,24 hr,89.0%,Carbamates,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000137,Ghana,GH,WHO,Propoxur,0.10%,None,NA,NA,2009,Northern Region,Q502215,Savelugu-Nanton District,,Savelugu ,9.62472,-0.82777,An. gambiae s.l.,NR,24 hr,99.0%,Carbamates,Susceptible,NA,NR,ORIGINAL,,
PMI000138,Ghana,GH,WHO,Alphacypermethrin,0.40%,None,NA,NA,2009,Northern Region,Q502215,Savelugu-Nanton District,,Savelugu ,9.62472,-0.82777,An. gambiae s.l.,NR,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,ORIGINAL,,
PMI000139,Ghana,GH,WHO,DDT,4.00%,None,NA,NA,2009,Northern Region,Q502215,Savelugu-Nanton District,,Savelugu ,9.62472,-0.82777,An. gambiae s.l.,NR,24 hr,29.0%,Organochlorides,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000140,Ghana,GH,WHO,Dieldrin,4.00%,None,NA,NA,2009,Northern Region,Q502215,Savelugu-Nanton District,,Savelugu ,9.62472,-0.82777,An. gambiae s.l.,NR,24 hr,26.0%,Organochlorides,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000141,Ghana,GH,WHO,Fenitrothion,1.00%,None,NA,NA,2009,Northern Region,Q502215,Savelugu-Nanton District,,Savelugu ,9.62472,-0.82777,An. gambiae s.l.,NR,24 hr,97.0%,Organophosphates,Possible resistance,NA,NR,ORIGINAL,,
PMI000142,Ghana,GH,WHO,Malathion,5.00%,None,NA,NA,2009,Northern Region,Q502215,Savelugu-Nanton District,,Savelugu ,9.62472,-0.82777,An. gambiae s.l.,NR,24 hr,96.0%,Organophosphates,Possible resistance,NA,NR,ORIGINAL,,
PMI000143,Ghana,GH,WHO,Deltamethrin,0.05%,None,NA,NA,2009,Northern Region,Q502215,Savelugu-Nanton District,,Savelugu ,9.62472,-0.82777,An. gambiae s.l.,NR,24 hr,95.0%,Pyrethroids,Possible resistance,NA,NR,ORIGINAL,,
PMI000144,Ghana,GH,WHO,Lambda-cyhalothrin,0.05%,None,NA,NA,2009,Northern Region,Q502215,Savelugu-Nanton District,,Savelugu ,9.62472,-0.82777,An. gambiae s.l.,NR,24 hr,89.0%,Pyrethroids,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000145,Kenya,KE,WHO,Permethrin,0.75%,None,NA,NA,2009,Busia County,Q1017519,,Busia,Teso,0.62785,34.33255,An. gambiae s.l.,627,24 hr,68.0%,Pyrethroids,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000146,Kenya,KE,WHO,Permethrin,0.75%,None,NA,NA,2009,Siaya County,Q3482913,,Siaya,Rarieda,-0.19748,34.34105,An. arabiensis,64,24 hr,97.0%,Pyrethroids,Possible resistance,NA,NR,ORIGINAL,,
PMI000147,Kenya,KE,WHO,Permethrin,0.75%,None,NA,NA,2009,Kisumu County,Q1743809,,Kisumu,Kisumu West ,-0.11314,34.62765,An. gambiae s.l.,231,24 hr,84.0%,Pyrethroids,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000148,Kenya,KE,WHO,Permethrin,0.75%,None,NA,NA,2009,Kisumu County,Q1743809,,Kisumu,Nyando ,-0.18333,34.91666,An. gambiae s.l.,NR,24 hr,91.0%,Pyrethroids,Possible resistance,NA,NR,ORIGINAL,,
PMI000149,Kenya,KE,WHO,Malathion,5.00%,None,NA,NA,2009,Busia County,Q1017519,,,Busia,0.46077,34.11146,An. arabiensis,18,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,ORIGINAL,,
PMI000150,Kenya,KE,WHO,DDT,4.00%,None,NA,NA,2009,Busia County,Q1017519,,Busia,Teso,0.62785,34.33255,An. gambiae s.l.,59,24 hr,64.0%,Organochlorides,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000151,Kenya,KE,WHO,Deltamethrin,0.05%,None,NA,NA,2009,Busia County,Q1017519,,Busia,Teso,0.62785,34.33255,An. gambiae s.l.,774,24 hr,89.0%,Pyrethroids,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000152,Kenya,KE,WHO,Bendiocarb,0.10%,None,NA,NA,2009,Siaya County,Q3482913,,Siaya,Rarieda,-0.19748,34.34105,An. arabiensis,34,24 hr,100.0%,Carbamates,Susceptible,NA,NR,ORIGINAL,,
PMI000153,Kenya,KE,WHO,DDT,4.00%,None,NA,NA,2009,Siaya County,Q3482913,,Siaya,Rarieda,-0.19748,34.34105,An. arabiensis,36,24 hr,100.0%,Organochlorides,Susceptible,NA,NR,ORIGINAL,,
PMI000154,Kenya,KE,WHO,Malathion,5.00%,None,NA,NA,2009,Siaya County,Q3482913,,Siaya,Rarieda,-0.19748,34.34105,An. arabiensis,24,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,ORIGINAL,,
PMI000155,Kenya,KE,WHO,Deltamethrin,0.05%,None,NA,NA,2009,Siaya County,Q3482913,,Siaya,Rarieda,-0.19748,34.34105,An. arabiensis,29,24 hr,83.0%,Pyrethroids,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000156,Kenya,KE,WHO,Deltamethrin,0.05%,None,NA,NA,2009,Kisumu County,Q1743809,,Kisumu,Kisumu West ,-0.11314,34.62765,An. gambiae s.l.,22,24 hr,91.0%,Pyrethroids,Possible resistance,NA,NR,ORIGINAL,,
PMI000157,Kenya,KE,WHO,Deltamethrin,0.05%,None,NA,NA,2009,Kisumu County,Q1743809,,Kisumu,Nyando ,-0.18333,34.91666,An. gambiae s.l.,NR,24 hr,91.0%,Pyrethroids,Possible resistance,NA,NR,ORIGINAL,,
PMI000158,Liberia,LR,WHO,Bendiocarb,0.10%,None,NA,NA,2009,Montserrado County,Q862608,Todee District,,Montserrado ,6.51147,-10.48441,An. gambiae s.l.,39,24 hr,100.0%,Carbamates,Susceptible,NA,NR,ORIGINAL,,
PMI000159,Liberia,LR,WHO,DDT,4.00%,None,NA,NA,2009,Montserrado County,Q862608,Todee District,,Montserrado ,6.51147,-10.48441,An. gambiae s.l.,42,24 hr,98.0%,Organochlorides,Susceptible,NA,NR,ORIGINAL,,
PMI000160,Liberia,LR,WHO,Deltamethrin,0.05%,None,NA,NA,2009,Montserrado County,Q862608,Todee District,,Montserrado ,6.51147,-10.48441,An. gambiae s.l.,38,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,ORIGINAL,,
PMI000161,Liberia,LR,WHO,Bendiocarb,0.10%,None,NA,NA,2009,Margibi County,Q1052737,Kakata District,,Margibi ,6.51518,-10.30489,An. gambiae s.l.,20,24 hr,100.0%,Carbamates,Susceptible,NA,NR,ORIGINAL,,
PMI000162,Liberia,LR,WHO,DDT,4.00%,None,NA,NA,2009,Margibi County,Q1052737,Kakata District,,Margibi ,6.51518,-10.30489,An. gambiae s.l.,37,24 hr,100.0%,Organochlorides,Susceptible,NA,NR,ORIGINAL,,
PMI000163,Liberia,LR,WHO,Deltamethrin,0.05%,None,NA,NA,2009,Margibi County,Q1052737,Kakata District,,Margibi ,6.51518,-10.30489,An. gambiae s.l.,41,24 hr,98.0%,Pyrethroids,Susceptible,NA,NR,ORIGINAL,,
PMI000164,Liberia,LR,WHO,Bendiocarb,0.10%,None,NA,NA,2009,Grand Bassa County,Q1047895,Grand Bassa District 3,,Grand Bassa ,6.23084,-9.81249,An. gambiae s.l.,38,24 hr,100.0%,Carbamates,Susceptible,NA,NR,ORIGINAL,,
PMI000165,Liberia,LR,WHO,DDT,4.00%,None,NA,NA,2009,Grand Bassa County,Q1047895,Grand Bassa District 3,,Grand Bassa ,6.23084,-9.81249,An. gambiae s.l.,58,24 hr,98.0%,Organochlorides,Susceptible,NA,NR,ORIGINAL,,
PMI000166,Liberia,LR,WHO,Deltamethrin,0.05%,None,NA,NA,2009,Grand Bassa County,Q1047895,Grand Bassa District 3,,Grand Bassa ,6.23084,-9.81249,An. gambiae s.l.,40,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,ORIGINAL,,
PMI000167,Madagascar,MG,WHO,DDT,4.00%,None,NA,NA,2009,Alaotra-Mangoro Region,Q1352996,Andilamena District,,Andilamena,-17.01,48.57305,An. gambiae s.l.,100,24 hr,100.0%,Organochlorides,Susceptible,NA,NR,ORIGINAL,,
PMI000168,Madagascar,MG,WHO,Lambda-cyhalothrin,0.05%,None,NA,NA,2009,Alaotra-Mangoro Region,Q1352996,Andilamena District,,Andilamena,-17.01,48.57305,An. gambiae s.l.,100,24 hr,96.0%,Pyrethroids,Possible resistance,NA,NR,ORIGINAL,,
PMI000169,Madagascar,MG,WHO,Bendiocarb,0.10%,None,NA,NA,2009,Analamanga Region,Q484625,Ankazobe District,,Ankazobe,-18.31722,47.11611,An. gambiae s.l.,60,24 hr,63.0%,Carbamates,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000170,Madagascar,MG,WHO,Deltamethrin,0.05%,None,NA,NA,2009,Analamanga Region,Q484625,Ankazobe District,,Ankazobe,-18.31722,47.11611,An. gambiae s.l.,36,24 hr,92.0%,Pyrethroids,Possible resistance,NA,NR,ORIGINAL,,
PMI000171,Madagascar,MG,WHO,Bendiocarb,0.10%,None,NA,NA,2009,Analamanga Region,Q484625,Antananarivo-Atsimondrano District,,Atsimondrano,-18.92722,47.60833,An. gambiae s.l.,200,24 hr,84.0%,Carbamates,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000172,Madagascar,MG,WHO,DDT,4.00%,None,NA,NA,2009,Analamanga Region,Q484625,Antananarivo-Atsimondrano District,,Atsimondrano,-18.92722,47.60833,An. gambiae s.l.,100,24 hr,73.0%,Organochlorides,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000173,Madagascar,MG,WHO,Fenitrothion,1.00%,None,NA,NA,2009,Analamanga Region,Q484625,Antananarivo-Atsimondrano District,,Atsimondrano,-18.92722,47.60833,An. gambiae s.l.,100,24 hr,97.0%,Organophosphates,Possible resistance,NA,NR,ORIGINAL,,
PMI000174,Madagascar,MG,WHO,Deltamethrin,0.05%,None,NA,NA,2009,Analamanga Region,Q484625,Antananarivo-Atsimondrano District,,Atsimondrano,-18.92722,47.60833,An. gambiae s.l.,200,24 hr,91.0%,Pyrethroids,Possible resistance,NA,NR,ORIGINAL,,
PMI000175,Madagascar,MG,WHO,Lambda-cyhalothrin,0.05%,None,NA,NA,2009,Analamanga Region,Q484625,Antananarivo-Atsimondrano District,,Atsimondrano,-18.92722,47.60833,An. gambiae s.l.,225,24 hr,90.5%,Pyrethroids,Possible resistance,NA,NR,ORIGINAL,,
PMI000176,Madagascar,MG,WHO,DDT,4.00%,None,NA,NA,2009,Bongolava Region,Q679739,Fenoarivobe District ,,Fenoarivo Be,-18.43333,46.56666,An. gambiae s.l.,100,24 hr,99.0%,Organochlorides,Susceptible,NA,NR,ORIGINAL,,
PMI000177,Madagascar,MG,WHO,Deltamethrin,0.05%,None,NA,NA,2009,Bongolava Region,Q679739,Fenoarivobe District ,,Fenoarivo Be,-18.43333,46.56666,An. gambiae s.l.,100,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,ORIGINAL,,
PMI000178,Madagascar,MG,WHO,Lambda-cyhalothrin,0.05%,None,NA,NA,2009,Bongolava Region,Q679739,Fenoarivobe District ,,Fenoarivo Be,-18.43333,46.56666,An. gambiae s.l.,100,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,ORIGINAL,,
PMI000179,Madagascar,MG,WHO,Bendiocarb,0.10%,None,NA,NA,2009,Ihorombe Region,Q1513970,Ihosy District,,Ihosy,-22.40277,46.12555,An. gambiae s.l.,20,24 hr,100.0%,Carbamates,Susceptible,NA,NR,ORIGINAL,,
PMI000180,Madagascar,MG,WHO,DDT,4.00%,None,NA,NA,2009,Ihorombe Region,Q1513970,Ihosy District,,Ihosy,-22.40277,46.12555,An. gambiae s.l.,32,24 hr,100.0%,Organochlorides,Susceptible,NA,NR,ORIGINAL,,
PMI000181,Madagascar,MG,WHO,Deltamethrin,0.05%,None,NA,NA,2009,Ihorombe Region,Q1513970,Ihosy District,,Ihosy,-22.40277,46.12555,An. gambiae s.l.,20,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,ORIGINAL,,
PMI000182,Madagascar,MG,WHO,Lambda-cyhalothrin,0.05%,None,NA,NA,2009,Ihorombe Region,Q1513970,Ihosy District,,Ihosy,-22.40277,46.12555,An. gambiae s.l.,15,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,ORIGINAL,,
PMI000183,Madagascar,MG,WHO,Permethrin,0.75%,None,NA,NA,2009,Ihorombe Region,Q1513970,Ihosy District,,Ihosy,-22.40277,46.12555,An. gambiae s.l.,20,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,ORIGINAL,,
PMI000184,Madagascar,MG,WHO,DDT,4.00%,None,NA,NA,2009,Bongolava Region,Q679739,Tsiroanomandidy District ,,Tsi/Didy,-18.665216,46.083302,An. gambiae s.l.,40,24 hr,100.0%,Organochlorides,Susceptible,NA,NR,ORIGINAL,,
PMI000185,Madagascar,MG,WHO,Deltamethrin,0.05%,None,NA,NA,2009,Bongolava Region,Q679739,Tsiroanomandidy District ,,Tsi/Didy,-18.665216,46.083302,An. funestus s.l.,142,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,ORIGINAL,,
PMI000186,Madagascar,MG,WHO,Deltamethrin,0.05%,None,NA,NA,2009,Bongolava Region,Q679739,Tsiroanomandidy District ,,Tsi/Didy,-18.665216,46.083302,An. gambiae s.l.,145,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,ORIGINAL,,
PMI000187,Malawi,MW,WHO,Permethrin,0.75%,None,NA,NA,2009,Northern Region,Q868827,Nkhata Bay District,,Nkhata Bay,-11.6074,34.29364,An. gambiae s.l.,4,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,ORIGINAL,,
PMI000188,Malawi,MW,WHO,Permethrin,0.75%,None,NA,NA,2009,Central Region,Q860758,Salima District,,Salima ,-13.78074,34.45848,An. gambiae s.l.,127,24 hr,99.0%,Pyrethroids,Susceptible,NA,NR,ORIGINAL,,
PMI000189,Malawi,MW,WHO,Permethrin,0.75%,None,NA,NA,2009,Southern Region,Q868784,Chikwawa District,,Chikwawa,-16.01413,34.79284,An. gambiae s.l.,152,24 hr,100.0%,Pyrethroids,Susceptible,NA,NR,ORIGINAL,,
PMI000190,Malawi,MW,WHO,Permethrin,0.75%,None,NA,NA,2009,Southern Region,Q868784,Nsanje District,,Nsanje ,-16.72859,35.17079,An. gambiae s.l.,113,24 hr,88.0%,Pyrethroids,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000191,Malawi,MW,WHO,Permethrin,0.75%,None,NA,NA,2009,Southern Region,Q868784,Mangochi District,,Mangochi ,-14.47755,35.26374,An. funestus s.l.,43,24 hr,85.0%,Pyrethroids,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000192,Mali,ML,WHO,Bendiocarb,0.10%,None,NA,NA,2009,Kayes Region,Q332113,,,Kita,13.04114,-9.48472,An. gambiae s.l.,200,24 hr,97.5%,Carbamates,Possible resistance,NA,NR,ORIGINAL,,
PMI000193,Mali,ML,WHO,DDT,4.00%,None,NA,NA,2009,Kayes Region,Q332113,,,Kita,13.04114,-9.48472,An. gambiae s.l.,200,24 hr,95.0%,Organochlorides,Possible resistance,NA,NR,ORIGINAL,,
PMI000194,Mali,ML,WHO,Fenitrothion,1.00%,None,NA,NA,2009,Kayes Region,Q332113,,,Kita,13.04114,-9.48472,An. gambiae s.l.,200,24 hr,98.5%,Organophosphates,Susceptible,NA,NR,ORIGINAL,,
PMI000195,Mali,ML,WHO,Deltamethrin,0.05%,None,NA,NA,2009,Kayes Region,Q332113,,,Kita,13.04114,-9.48472,An. gambiae s.l.,200,24 hr,88.0%,Pyrethroids,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000196,Mali,ML,WHO,Lambda-cyhalothrin,0.05%,None,NA,NA,2009,Kayes Region,Q332113,,,Kita,13.04114,-9.48472,An. gambiae s.l.,200,24 hr,85.0%,Pyrethroids,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000197,Mali,ML,WHO,Permethrin,0.75%,None,NA,NA,2009,Kayes Region,Q332113,,,Kita,13.04114,-9.48472,An. gambiae s.l.,200,24 hr,98.0%,Pyrethroids,Susceptible,NA,NR,ORIGINAL,,
PMI000198,Mali,ML,WHO,Bendiocarb,0.10%,None,NA,NA,2009,Koulikoro Region,Q287789,Kati Cercle,,Kati,12.74665,-8.07137,An. gambiae s.l.,50,24 hr,96.0%,Carbamates,Possible resistance,NA,NR,ORIGINAL,,
PMI000199,Mali,ML,WHO,DDT,4.00%,None,NA,NA,2009,Koulikoro Region,Q287789,Kati Cercle,,Kati,12.74665,-8.07137,An. gambiae s.l.,200,24 hr,81.5%,Organochlorides,Confirmed resistance,NA,NR,ORIGINAL,,
PMI000200,Mali,ML,WHO,Fenitrothion,1.00%,None,NA,NA,2009,Koulikoro Region,Q287789,Kati Cercle,,Kati,12.74665,-8.07137,An. gambiae s.l.,200,24 hr,100.0%,Organophosphates,Susceptible,NA,NR,ORIGINAL,,
PMI000201,Mali,ML,WHO,Deltamethrin,0.05%,None,NA,NA,2009,Koulikoro Region,Q287789,Kati Cercle,,Kati,12.74665,-8.07137,An. gambiae s.l.,200,24 hr,97.0%,Pyrethroids,Possible resistance,NA,NR,ORIGINAL,,
PMI000202,Mali,ML,WHO,Lambda-cyhalothrin,0.05%,None,NA,NA,2009,Koulikoro Region,Q287789,Kati Cercle,,Kati,12.74665,-8.07137,An. gambiae s.l.,200,24 hr,76.5%,Pyrethroids,Confirmed resistance,NA,NR,ORIGINAL,,
